,baindi,bacode,baname,baid,usfirm
5755,B,1812,SUDAMERICANO BOLSA SAB S.A.             ,MACROVAL,0
5756,B,1813,BBVA CONTINENTAL                        ,CONTIN  ,0
5757,A,1813,CORKILL            T                    ,,1
5758,A,1813,CORKILL            T                    ,,0
5759,A,1814,DIVERSIFIED                             ,,1
5760,A,1814,DIVERSIFIED                             ,,0
5761,B,1814,GRANITE FINANCIAL GROUP                 ,GRANIT  ,1
5762,A,1815,GUSMAN             T                    ,,1
5763,A,1815,GUSMAN             T                    ,,0
5764,B,1815,SAMCO CAPITAL MARKETS                   ,SAMCAP  ,1
5765,A,1816,DIVS.CHEMICALS                          ,,1
5766,A,1816,DIVS.CHEMICALS                          ,,0
5767,B,1816,SCHNEIDER SECURITIES INC                ,SCHNEIDR,1
5768,B,1817,OCTAGON CAPITAL CORPORATION             ,OCTAGON ,0
5769,A,1817,WINTER             M                    ,,1
5770,A,1817,WINTER             M                    ,,0
5771,B,1818,BNP PARIBAS PEREGRINE (HK)              ,BNPFP   ,0
5772,A,1818,CRANE              C                    ,,1
5773,A,1818,CRANE              C                    ,,0
5774,B,1819,OCTAGON CAPITAL CORPORATION             ,OCTAGON ,1
5775,A,1819,WIRT               G                    ,,1
5776,A,1819,WIRT               G                    ,,0
5777,A,1820,FRANCFORT          G                    ,,1
5778,A,1820,FRANCFORT          G                    ,,0
5779,B,1820,GREENWICH GLOBAL L.P.                   ,GREENGLO,0
5780,A,1821,GUITE              M                    ,,1
5781,A,1821,GUITE              M                    ,,0
5782,B,1821,LIMMAT RESEARCH                         ,LIMMAT  ,0
5783,B,1822,CREDIT SUISSE - LATIN AMERICA           ,GARANTIA,1
5784,A,1822,EBERLING           D                    ,,1
5785,A,1822,EBERLING           D                    ,,0
5786,B,1823,DAIWA SECURITIES KOREA                  ,DAIWAFK ,0
5787,A,1823,KAPLAN             R                    ,,1
5788,A,1823,KAPLAN             R                    ,,0
5789,A,1824,ELECTRONIC-MILITAR                      ,,1
5790,A,1824,ELECTRONIC-MILITAR                      ,,0
5791,B,1824,KOREA INVESTMENT & SECURITIES           ,DONGWON ,0
5792,A,1825,GOLDSTEIN          L                    ,,1
5793,A,1825,GOLDSTEIN          L                    ,,0
5794,B,1825,TEATHER & GREENWOOD LTD.                ,TEATHER ,0
5795,A,1826,TIRELLO/J. WILFING                      ,,1
5796,A,1826,TIRELLO/J. WILFING                      ,,0
5797,B,1826,VFINANCE CAPITAL LC                     ,FCOL    ,1
5798,B,1827,ARAGON FONDKOMMISSION                   ,ARAGON  ,0
5799,A,1827,PHOTOGRAPHIC                            ,,1
5800,A,1827,PHOTOGRAPHIC                            ,,0
5801,B,1828,NYKREDIT BANK                           ,NYKREDIT,0
5802,A,1828,TURNER             A                    ,,1
5803,A,1828,TURNER             A                    ,,0
5804,B,1829,DEUTSCHE BANK SECURITIES                ,DMGEE   ,1
5805,A,1829,GOODSON            M                    ,,1
5806,A,1829,GOODSON            M                    ,,0
5807,A,1830,MEEKER             M                    ,,1
5808,A,1830,MEEKER             M                    ,,0
5809,B,1830,NATEXIS BLEICHROEDER INC.               ,ARNHOLDB,0
5810,A,1831,ELLMANN            M                    ,,1
5811,A,1831,ELLMANN            M                    ,,0
5812,B,1831,PT DBS VICKERS SECURITIES               ,DBSFL   ,0
5813,A,1832,BRAVERMAN          L                    ,,1
5814,A,1832,BRAVERMAN          L                    ,,0
5815,B,1832,DRESDNER KLEINWORT WASSERSTEIN          ,KLEINEUR,0
5816,A,1833,COHN               M                    ,,1
5817,A,1833,COHN               M                    ,,0
5818,B,1833,SAMSUNG SECURITIES                      ,SAMSNGFK,0
5819,A,1834,ALLEN              B                    ,,1
5820,A,1834,ALLEN              B                    ,,0
5821,B,1834,RONEY & CO.                             ,RONEY   ,0
5822,A,1835,BENASULI/N. HEYMAN A                    ,,1
5823,A,1835,BENASULI/N. HEYMAN A                    ,,0
5824,B,1835,CHAPIN DAVIS                            ,CHAPIN  ,1
5825,B,1836,WIT CAPITAL                             ,WITCAPTL,1
5826,A,1837,SHUMAN             L                    ,,1
5827,A,1837,SHUMAN             L                    ,,0
5828,B,1837,TAKAREK BROKER LTD.                     ,TAKAREK ,0
5829,B,1838,DLJ SECURITIES ASIA                     ,DLJFH   ,0
5830,A,1838,MERCK              W                    ,,1
5831,A,1838,MERCK              W                    ,,0
5832,A,1839,R. DOSS            J                    ,,1
5833,A,1839,R. DOSS            J                    ,,0
5834,B,1839,TEJAS SECURITIES                        ,TEJAS   ,1
5835,B,1840,"FREIMARK BLAIR & COMPANY, INC.          ",FREIMARK,1
5836,A,1840,KHLOPIN            R                    ,,1
5837,A,1840,KHLOPIN            R                    ,,0
5838,B,1841,PARIBAS                                 ,ASIAEQFH,1
5839,B,1842,NAIVE ESTIMATE                          ,NAIVE   ,1
5840,A,1842,POLLUTION CONTROL                       ,,1
5841,A,1842,POLLUTION CONTROL                       ,,0
5842,A,1843,HAMILTON           C                    ,,1
5843,A,1843,HAMILTON           C                    ,,0
5844,B,1843,STATE STREET GLOBAL ADVISORS            ,STATE   ,1
5845,A,1844,BRUCE              H                    ,,1
5846,A,1844,BRUCE              H                    ,,0
5847,B,1844,SINOPAC SECURITIES CORPORATION          ,NATIONFA,0
5848,B,1845,STEPHENS INC.                           ,STEPHENS,0
5849,A,1845,STOBER             H                    ,,1
5850,A,1845,STOBER             H                    ,,0
5851,A,1846,GOLDSTEIN          W                    ,,1
5852,A,1846,GOLDSTEIN          W                    ,,0
